,C_1,C_2,T_6_1,T_6_2,T_24_1,T_24_2,T_72_1,T_72_2
Gm16178,2,0,2,2,4,2,0,2
Olfr1250,0,0,0,0,0,0,0,0
Gm11405,89,30,62,47,34,35,39,61
Gm13552,87,33,56,43,45,53,25,27
Gm21880,0,0,0,0,0,0,0,0
Gm11349,24,8,13,27,23,7,33,5
Mon1b,1578,1045,1006,1136,1250,1278,1284,1244
Gm29009,0,0,0,0,0,0,0,0
Gm22542,0,0,0,0,0,0,0,0
Slc29a2,76,47,93,60,53,56,64,74
Gm18217,0,0,0,0,0,0,0,0
Hebp1,781,456,470,561,443,540,536,472
Snord2,0,0,0,0,0,0,0,0
Mir7062,0,0,0,0,0,0,0,0
Gm34549,0,0,0,0,0,0,0,0
Gm32255,4,12,8,6,10,0,0,0
Gm4609,74,37,49,60,57,42,33,22
Fbln5,16247,11893,10146,10320,12763,13384,16170,16434
A030005K14Rik,0,0,0,0,0,0,0,0
Zfp260,3946,2638,2471,2547,2564,2887,3302,3372
Gm49300,0,4,0,0,0,0,0,0
Gm44446,0,0,0,0,0,0,0,0
Tmem184b,7533,5696,6349,5918,5753,5463,5423,5633
Gm4657,0,0,0,0,0,0,0,0
Gm18425,0,0,0,0,0,0,0,0
Gm11859,0,0,0,0,0,0,0,0
Tub,0,0,2,4,0,1,2,12
Olfr505-ps1,0,0,0,0,0,0,0,0
Hook3,5648,3922,4011,3982,4040,4431,4803,3720
Gpr62,4,2,11,4,4,4,0,3
Olfr784,0,0,0,0,0,0,0,0
Asgr2,8,0,2,4,0,0,0,0
Nr1d1,2843,2045,1736,1928,3227,2991,3005,3315
Polr2m,8102,5320,5392,5543,5899,6084,6217,6159
Ptpdc1,876,606,585,586,530,565,778,847
Zfp36l3,0,0,0,0,0,0,0,0
Gm49054,0,0,0,0,0,0,0,0
Igkv4-55,0,0,0,0,0,0,0,0
Clcnkb,0,0,2,0,2,4,2,4
Ptprcap,0,0,0,0,0,0,0,0
Gm27393,0,0,0,0,0,0,0,0
4933411O13Rik,0,0,0,0,0,0,0,0
Trbv31,0,0,0,0,0,0,0,0
Plagl2,683,484,572,482,558,590,576,538
Btbd35f25,0,0,0,0,0,0,0,0
Gm14717,0,0,0,0,0,0,0,0
4931413K12Rik,6,0,5,2,0,0,2,3
Gm44965,0,0,0,0,0,0,0,0
Gm6724,5,2,5,4,4,6,6,0
Ighv5-17,0,0,0,0,0,0,0,0
Tex46,0,0,0,0,0,0,0,0
Olfr1321,0,0,0,0,0,0,0,0
Gm43006,0,0,0,0,0,0,0,0
Lrrc26,0,2,0,0,2,0,0,0
Gm8574,0,0,0,0,0,0,0,0
Gm22597,0,0,0,0,0,0,0,0
Ddx28,431,316,298,330,416,364,288,317
Gm13688,26,18,22,12,17,10,12,19
Gm12739,0,0,0,0,0,0,0,0
Gm20852,0,0,0,0,0,0,0,0
Abhd17c,723,580,506,532,500,451,643,653
Gm45261,0,0,0,0,0,0,0,0
Gm43896,0,0,0,0,0,0,0,0
Pdzd4,806,543,427,508,495,550,638,734
Celsr3,90,65,88,107,45,66,20,13
1810019N24Rik,6,2,0,2,4,4,4,7
Gm9915,0,0,0,0,0,0,0,0
Ubash3b,256,155,167,173,115,187,125,71
F530104D19Rik,2,2,2,2,0,2,8,2
Gm47415,0,0,0,0,0,0,0,0
Prss55,0,0,0,0,0,0,0,0
Rnf19a,3028,2064,1961,2031,2054,2323,1710,1785
Mta2,6536,4662,4364,4327,4651,4869,4399,4538
Plppr1,0,0,0,0,0,0,0,0
Gm47686,0,0,0,0,0,0,0,0
Gm10457,31,20,14,16,21,12,6,11
Gm11910,0,0,0,0,0,0,0,0
Gm19938,0,0,0,0,0,0,0,0
Gm43857,1,4,1,2,4,5,7,12
Gm13228,0,0,0,0,0,0,0,0
Prkcsh,11527,8216,8054,7828,8291,8156,5935,6688
Gm48754,0,0,0,0,0,0,0,0
Tmprss13,0,0,0,0,0,0,0,0
Gm7075,0,0,16,0,0,2,0,0
Gm28308,0,0,0,0,0,0,0,0
Gm8895,0,0,0,0,0,0,0,0
Gm20525,0,0,0,0,0,0,0,0
Atxn2,4510,3009,2886,2695,3240,3124,3249,3315
Dgkq,413,288,272,241,266,307,255,356
Gm48026,0,0,0,0,0,0,0,0
Gm44437,0,0,0,0,0,0,0,0
Gm6546,2,0,0,0,0,0,0,0
Atp5h,4700,3028,2918,3254,3145,3142,2976,3409
Gm12167,0,0,0,0,0,0,0,0
1700094D03Rik,6,7,2,10,12,9,8,10
Mir125b-2,0,0,0,0,0,0,0,0
Ccnd3,3916,3020,2785,2924,2883,2552,3260,3575
Gm12149,0,0,0,0,0,2,0,0
Gm5705,0,0,0,0,0,0,0,0
Olfr1330,0,0,0,0,0,0,0,0
Gm6569,2,0,0,0,0,0,0,0
Slc7a13,12,4,0,2,2,10,2,0
E030022I16Rik,6,17,10,18,6,13,13,24
Gm9788,0,0,0,0,0,0,0,0
Gm18455,0,0,0,0,0,0,0,0
Myh7b,2,4,2,7,2,6,4,2
Gm37778,0,0,0,0,0,0,0,0
BC048403,587,422,421,432,380,369,425,380
Gm37070,32,24,19,33,47,15,38,39
Gm13380,0,0,0,2,0,0,0,0
Aadac,0,0,0,0,0,0,0,0
Dnajc21,991,652,635,619,627,638,569,575
Gm13869,0,0,0,0,0,0,0,0
Rps2-ps7,25,12,11,25,6,14,6,12
Gm19127,0,0,0,0,0,0,0,0
Veph1,36,33,36,21,32,28,76,104
Gm36993,0,0,0,0,0,0,0,0
Igflr1,0,0,0,0,0,0,0,0
Gm50123,0,0,0,0,0,0,0,0
Gm11590,0,0,0,0,0,0,0,0
Fgf6,0,0,0,0,0,0,0,0
9230109A22Rik,0,0,0,0,2,0,0,0
Ighv8-10,0,0,0,0,0,0,0,0
Txlnb,79,54,24,34,45,72,86,105
Impdh2,4641,3093,2655,2845,3494,3720,2118,2514
Mir295,0,0,0,0,0,0,0,0
Fbxl18,882,687,611,687,771,663,568,578
Gm37173,0,0,0,0,0,0,0,0
Prpsap1,2475,1614,1452,1489,1644,1565,1340,1431
Lce1d,0,0,0,0,0,0,0,0
Gm35823,0,0,0,0,0,0,0,0
Ttn,27,6,17,10,6,12,12,8
Gm9274,0,0,0,0,0,0,0,0
Gm43512,0,0,0,0,0,2,0,0
Tmem94,1131,795,750,690,842,838,1067,1094
Gm7030,1,4,2,6,4,0,3,4
Gm16579,0,0,0,0,0,0,0,0
Gm12927,0,0,0,0,0,0,0,0
Gm43415,0,0,0,0,0,0,0,0
Zbtb46,58,50,70,74,62,74,90,74
Gm6847,0,0,0,0,0,0,0,0
Gm44052,0,0,0,0,0,0,0,0
Gm35657,0,0,0,0,0,0,0,0
Gm20813,0,0,0,0,0,0,0,0
Gm11042,0,0,0,0,0,0,0,0
Gm13279,1,0,0,0,0,0,0,0
Fam219aos,0,0,0,0,0,0,0,0
Gm21394,0,0,0,0,0,0,0,0
Actrt3,0,0,0,0,0,0,0,0
4933412E12Rik,402,262,240,216,303,266,477,553
Gm6807,114,93,65,65,75,38,48,103
1810006J02Rik,0,0,0,0,0,0,0,0
Gm50371,0,0,0,0,0,0,0,0
Gm32554,0,0,0,0,0,0,0,0
Gm2077,4,4,6,4,4,6,3,4
Gm48212,0,0,0,0,0,0,0,0
Gm48184,0,0,0,0,0,0,0,0
Npw,0,2,0,0,0,2,2,0
Gm8353,0,0,0,0,1,0,0,0
Mirlet7b,0,0,0,0,0,0,0,0
Obox4-ps9,0,0,0,0,0,0,0,0
Gm45669,0,2,0,0,0,2,0,2
BB014433,0,0,0,0,0,0,0,0
4933435G04Rik,0,0,0,0,0,0,0,0
Gm9555,0,0,0,0,0,0,0,0
Gm45848,0,0,0,0,0,0,0,0
Gm49039,0,0,0,0,0,0,0,0
Plac8l1,0,0,0,0,0,2,0,0
Mir125b-1,0,0,0,0,0,0,0,0
Zfp169,106,119,78,83,90,95,118,138
Gm14573,0,0,0,0,0,0,0,0
1700018P08Rik,0,0,0,0,0,0,0,0
Gm38213,0,0,0,0,0,0,0,0
Olfr361,0,0,0,0,0,0,0,0
Gm12579,0,0,0,0,0,0,0,0
C230066G23Rik,0,0,0,0,0,0,2,0
Defb30,0,0,0,0,0,0,0,0
Gm4462,41,26,9,14,22,14,11,9
Percc1,0,0,0,0,0,0,0,0
Gm48584,0,0,0,0,0,0,0,0
Gm28097,0,0,0,0,0,0,0,0
Gm16490,0,0,0,0,0,2,0,0
Olfr1491,0,0,0,0,0,0,0,0
Gm42519,0,0,1,0,0,0,0,0
Slc25a36,2490,1715,1500,1639,1982,2170,2984,2930
Bmp7,0,0,0,0,0,0,0,2
Klk1b19-ps,0,0,0,0,0,0,0,0
Gm18827,0,0,0,0,0,0,0,0
E430021H15Rik,0,2,0,0,0,0,0,0
Ccdc43,1188,786,767,727,787,834,593,575
Nipa2,1505,1196,1096,1141,1136,1228,815,769
Mei1,0,0,0,0,0,0,0,0
Gm42413,0,0,0,0,0,0,0,0
Gm7195,0,0,0,0,0,0,0,0
Gm14094,0,0,0,0,1,0,0,2
Gm13784,0,0,0,0,0,0,0,0
Gm12478,0,0,0,0,0,0,0,0
Gm15511,0,0,0,0,0,2,1,0
Gm43513,5,0,5,6,9,0,2,14
Gm32243,0,0,0,0,0,0,0,0
F630040K05Rik,5,10,4,14,14,0,1,2
Gm37083,0,0,0,0,0,0,0,2
Utp23,456,324,294,325,288,245,349,323
Gm47608,0,0,0,0,0,0,0,0
Fbxl17,1673,1222,1164,1120,1292,1402,1616,1541
Gm38339,0,0,0,0,0,0,0,0
Bnc1,0,0,0,0,0,4,0,0
Tmprss5,0,0,0,0,0,0,2,0
Psma3,5008,3482,3204,3690,3342,3659,2746,2889
Gm15820,0,0,0,0,0,0,0,0
C230034O21Rik,59,61,54,42,61,77,257,150
Gm13838,0,0,0,0,0,0,0,0
Igfbpl1,0,0,0,0,0,2,0,4
Gm9259,0,0,0,0,0,0,0,0
Gm44702,5,4,2,0,2,2,2,2
Gm43027,0,0,0,0,0,0,0,0
Lrrn4cl,1621,1047,744,822,951,910,1469,1419
1700120K04Rik,0,0,0,0,0,0,0,0
Gm49396,5,0,0,2,4,12,4,0
Tcaf3,0,0,0,2,0,0,0,0
Rps3a3,1626,1179,1020,1080,982,984,1007,1106
9330161L09Rik,4,6,4,4,4,1,8,2
Gm38115,0,0,0,0,0,0,0,0
Gm10252,14,12,17,5,15,18,6,15
Gm4478,4,4,4,7,3,1,6,3
Efcab7,123,44,52,59,47,64,71,94
Gm49533,0,0,0,0,0,0,0,0
Gm28522,0,0,0,0,0,0,0,0
1700122C19Rik,0,0,0,0,0,0,0,0
Gm5886,0,0,0,0,0,0,0,0
Cox15,1518,965,1032,1107,1047,1119,989,1112
4933431K23Rik,4,2,8,3,2,10,7,8
Gm8741,60,48,47,57,45,33,65,70
Stpg3,0,2,2,0,0,0,2,0
Tm7sf2,158,139,131,162,151,96,126,126
Rps15a-ps8,0,3,0,0,0,2,2,3
Septin14,0,0,0,0,0,2,0,1
Gm18517,0,0,0,0,0,0,2,2
Rffl,184,128,127,121,156,147,235,180
Gm9357,0,0,0,0,0,0,0,0
Rasa3,7467,5210,4305,4428,5311,5093,6286,6357
Gm5854,147,142,552,360,514,467,285,415
Obox4-ps27,0,0,0,0,0,0,0,0
Rps10-ps4,0,0,0,2,0,0,0,3
Tmem147os,26,13,31,15,31,17,44,43
Gm28670,0,0,0,0,0,0,0,0
Cyb5a,5428,3630,3050,3300,4031,4027,3917,4008
Spdye4c,0,0,0,0,0,0,0,0
Gm24042,0,0,0,0,0,0,0,0
Gm19177,0,0,0,0,0,0,0,0
Gm18042,0,0,0,0,0,0,0,4
4933408A14Rik,0,0,0,0,0,0,0,0
Gm47390,0,0,0,0,0,0,0,0
Gm43484,0,0,0,0,0,2,2,0
Gm38185,0,0,0,0,0,0,0,0
Gm18402,0,0,0,0,0,0,0,0
Mir6988,0,0,0,0,0,0,0,0
Sult2a6,0,0,0,0,0,0,0,0
Olfr715,0,0,0,0,0,0,0,0
Scpep1os,6,0,3,11,4,0,4,7
Mycl,304,233,251,229,125,106,12,15
Gm20083,0,0,0,0,0,0,2,0
Gm9964,0,0,0,0,0,0,0,0
Wdr13,1789,1238,1027,1072,1191,1250,1142,1163
Rac2,6,6,4,4,6,4,4,8
Gm19771,0,0,0,0,0,0,0,0
Gm45591,26,18,16,17,13,9,6,13
4930544F09Rik,0,0,0,0,0,0,0,0
Gm8959,4,8,10,2,3,8,4,4
Olfr568,0,0,0,0,0,0,0,0
Gm22701,0,0,0,0,0,0,0,0
Smarce1-ps1,148,102,107,90,111,108,54,95
Olfr1316,0,0,0,0,0,2,0,6
Wbp4,2322,1583,1568,1547,1740,1738,1544,1543
Gm42560,2,0,3,0,2,0,4,2
Gm7869,0,0,0,1,0,0,0,1
Gm6158,78,64,45,26,42,58,41,49
Mir551b,0,0,0,0,0,0,0,0
Mup-ps18,0,0,0,0,0,0,0,0
Uts2r,0,0,0,0,0,0,0,0
Trim12a,623,353,277,365,306,342,541,734
Gm44629,0,0,0,0,0,0,0,0
Pkp3,0,2,1,0,6,0,2,2
Dck,1455,1012,993,1067,800,857,418,328
Rps23,26745,18582,17255,19143,18175,18359,18441,19909
Gm17906,0,0,0,0,0,0,0,0
0610039K10Rik,2,8,2,0,2,4,2,0
Gm3470,27,27,27,12,27,8,11,13
Gm36640,2,0,0,0,0,0,1,0
Calr,97265,66713,67658,70542,62148,60366,47817,50187
Snord8,5,0,0,0,0,0,2,0
Gm24984,0,0,0,0,0,0,0,0
Gm37751,0,0,0,0,0,0,0,0
Trav7-3,0,0,0,0,0,0,0,0
Gm25408,0,0,0,0,0,0,0,0
Slc25a16,965,737,798,863,801,756,1020,868
Tkfc,833,600,595,558,627,656,870,859
Krt26,0,0,0,0,0,0,0,0
Odf3b,0,0,0,0,0,0,0,0
Ckap5,8061,5901,5066,5016,5934,6701,4637,4344
Ddx3y,5017,3414,3372,3656,3754,3967,3804,3422
Gm14764,0,0,0,0,0,0,0,0
Gm8174,11,2,8,3,4,6,6,4
Ddn,2,0,0,10,4,4,0,2
Gm14659,0,0,0,0,0,0,0,0
Gm33332,0,0,0,0,0,0,0,0
Zfp595,178,171,155,187,143,198,205,202
Gm11551,0,0,0,0,0,2,1,0
Mpnd,2217,1571,1399,1403,1568,1588,1960,1931
Gm18132,0,0,0,0,2,0,0,2
Mbp,59,49,38,41,48,44,79,69
Clec4a1,4,0,0,2,0,0,2,5
Gm6401,0,0,0,0,0,0,0,0
Gm38381,0,0,0,0,0,0,0,0
Ggact,500,296,290,233,307,370,235,270
mt-Nd6,23254,17199,19490,16943,19310,22897,24817,26286
Ppp1r36,6,10,10,14,9,6,8,2
Lockd,42,26,48,35,68,63,8,29
Cyp4a30-ps,0,0,0,0,0,0,0,0
1810053B23Rik,0,0,0,0,0,0,0,0
Gm42467,4,2,2,0,2,4,0,2
Gm21788,0,0,0,0,0,0,0,0
Gm12628,0,0,0,0,0,0,0,0
Ankzf1,690,520,402,403,552,504,477,594
Gm28864,0,0,0,0,0,0,0,0
Mrgprx2,0,0,0,0,0,0,0,0
Gm3488,0,0,0,0,0,0,0,0
Mta3,2072,1293,1232,1291,1354,1414,1222,1470
Gm45594,0,0,0,0,0,0,0,0
Gm30932,0,0,0,0,0,0,0,0
1700003N22Rik,9,4,11,17,8,13,25,8
Gm14503,0,0,0,0,0,0,0,0
Vmn1r-ps94,0,0,0,0,0,0,0,0
Siglec1,6,0,7,7,4,8,6,4
2010308F09Rik,0,0,0,0,0,0,0,0
Gdf5,6,5,8,6,0,4,2,0
Slc24a1,2,0,0,0,0,0,2,8
Gm28965,0,0,0,0,0,0,0,0
Gm20786,2,0,0,0,0,0,0,0
Traj18,0,0,0,0,0,0,0,0
Tmem185b,946,741,711,782,745,736,624,603
Zfp977,4,0,2,2,2,0,10,4
Gm12422,0,0,0,0,0,0,0,0
Gm49074,0,0,0,0,0,0,0,0
mt-Ts1,6,8,1,2,2,7,17,18
E130201H02Rik,22,33,35,11,23,14,18,15
Gm3453,0,0,0,0,0,0,0,0
Cmya5,277,171,220,163,168,235,275,300
Olfr510,0,0,0,0,0,0,0,0
Zscan22,446,324,307,326,327,336,352,429
Gm46224,0,0,0,0,0,0,0,0
Fthl17f,0,0,0,0,0,0,0,0
Gm12378,0,0,0,0,0,0,0,0
Arsi,593,434,189,247,354,378,835,840
Gm44178,0,0,0,0,0,0,0,0
Snora31,12,15,11,4,5,3,9,26
Prr15,4,0,0,0,4,2,0,2
Gm48977,0,0,0,0,0,0,0,0
Gm14724,0,2,0,0,2,0,0,0
Ddx59,365,214,209,240,191,218,215,283
B9d1,266,235,199,249,263,284,235,293
Gm47207,2,2,6,0,0,1,0,1
1700003L19Rik,0,0,0,0,0,0,0,0
BC051076,0,0,0,0,0,0,0,0
Drc1,20,18,8,12,12,12,7,8
Gm6473,43,17,9,48,20,7,18,30
Lor,2,10,4,2,2,8,0,0
D530018E20Rik,0,0,0,0,0,0,0,2
Gm44071,0,0,0,0,0,0,0,0
Gm11414,0,0,0,0,0,0,0,0
Lilra5,1,0,0,0,0,4,0,0
P2rx2,2,0,0,0,2,2,0,2
H2-T23,1244,953,664,775,507,546,1745,2526
Gm5449,2,0,6,0,2,2,0,0
Opn1sw,11,8,14,4,13,4,6,16
Gm37971,0,0,0,0,0,0,0,0
Gm28753,0,0,0,0,0,0,0,0
Reep6,109,76,100,92,98,90,52,77
Ccr1,0,2,2,2,0,0,0,0
Gm19214,0,0,0,0,0,0,0,0
Stkld1,6,0,0,2,0,0,0,3
Cnnm4,929,639,873,723,688,708,403,424
Gm38910,9,4,9,14,18,23,14,31
Gm50059,0,0,0,0,1,0,0,0
Zfp385a,2164,1516,1409,1241,1796,1589,2311,2437
Gm26803,0,0,0,0,0,0,0,0
Gm12385,0,0,0,0,0,0,0,0
Gm16048,0,0,0,0,0,0,0,0
Scgb1b34-ps,0,0,0,0,0,0,0,0
Gm9794,12041,8627,8006,8226,8361,8033,8686,9288
Gm49745,6,0,2,4,4,0,6,10
Olfr1359,0,0,0,0,0,0,0,0
Gm26914,0,0,0,0,0,0,0,0
Gm44878,6,8,4,2,8,0,14,15
Lonp2,3483,2540,2161,2338,2367,2539,2578,2819
Gm2453,6,4,8,8,4,4,2,6
Gm24003,0,0,0,0,0,0,0,0
Gm16541,0,0,0,0,0,0,0,0
Vmn1r-ps127,0,0,0,0,0,0,0,0
Gm47226,0,0,0,0,0,0,0,0
Cotl1,2189,1568,1806,1757,1524,1440,1254,1224
Gm34418,0,0,0,0,0,0,0,0
Gm21838,0,0,0,0,0,0,0,0
Gm29778,0,0,0,0,0,0,0,0
Ipmk,1142,666,650,706,818,844,850,727
Cd300lb,4,10,10,0,2,4,0,4
Gm15231,0,0,0,0,0,0,0,0
Gm16218,0,2,0,0,0,0,0,0
Gm28718,0,0,0,0,0,4,0,0
Vps25,11,10,5,14,11,7,4,7
Ceacam16,0,0,0,0,0,0,0,0
Gm47383,0,0,0,0,2,0,0,0
Gm7105,26,13,11,38,18,18,9,14
Gm45682,0,0,0,0,0,0,0,0
Gm26537,0,0,0,0,0,0,0,0
Gm8597,0,0,0,0,2,0,0,0
Med20,694,424,405,465,513,507,442,421
Gm45893,0,0,0,0,0,0,0,0
Rpl5-ps2,145,80,75,96,114,65,74,110
Olfr128,0,0,0,0,0,0,0,0
Ppp1r8,2285,1643,1728,1773,1558,1576,1130,1056
Gm23176,0,0,0,0,0,0,0,0
Gm39128,0,0,0,0,0,0,0,0
Gm29659,0,0,0,0,0,0,0,0
Gm12365,0,0,0,0,0,0,0,0
Dnajc10,15328,11170,11675,12412,10516,10608,6741,6255
Gm49866,0,0,0,0,0,0,0,0
Gm15046,0,0,0,0,0,0,0,0
Gpr19,168,124,95,127,87,126,111,91
Gm4598,0,0,0,0,0,0,0,0
Gm25038,0,0,0,0,0,0,0,0
Mir1195,0,0,0,0,0,0,0,0
Dnmt3c,0,2,2,0,0,0,1,0
Gm16480,0,0,0,0,0,0,0,0
Gm20545,0,0,0,0,0,0,0,1
Gm18538,0,0,0,0,0,0,0,0
Cbr2,372,262,169,194,121,127,51,90
Mir193a,0,0,0,3,0,0,0,2
Azin1,5682,3732,4298,4786,3619,3713,2237,2282
Gm21048,0,0,0,0,0,0,0,0
Ppp2ca,10328,7112,6585,7092,7072,7493,6281,5950
Col6a1,98493,70336,63778,68004,68362,68262,83461,84645
Gm30159,0,0,0,0,2,0,0,0
Gm48705,0,0,0,2,0,0,0,0
Gm25131,0,0,0,2,0,0,0,0
Igkv1-115,0,0,0,0,0,0,0,0
Gm18807,0,0,0,0,0,0,0,0
Gm14300,0,0,0,0,0,0,0,0
Il12b,0,0,0,0,0,0,0,0
Olfr441,0,0,0,0,0,0,0,0
Gm16754,21,6,7,6,9,7,16,30
Mtx1,973,635,670,715,707,659,545,539
Gm20379,0,0,0,0,0,0,0,0
D030025P21Rik,138,76,173,163,73,70,32,39
Glis2,2730,2088,1605,1582,2224,2186,2442,2479
Gm15393,0,0,0,0,0,3,0,0
Il1b,0,0,0,0,0,0,0,0
Vmn1r19,0,0,0,0,0,0,0,0
Lypd5,0,0,0,0,0,0,0,0
Gm6015,0,0,0,0,0,0,0,0
Ten1,316,258,189,254,227,221,116,177
Gm47454,0,0,0,0,0,0,0,0
Ighv2-2,0,0,0,0,0,0,0,0
1700081N11Rik,0,0,2,0,0,2,0,2
Olfr924,0,0,0,0,0,0,0,0
Gm48171,0,0,0,0,0,0,0,0
1700061I17Rik,0,2,0,0,0,0,0,0
Lhx1,0,0,0,0,0,0,0,0
Mrpl27,800,504,500,574,519,566,352,433
Top3b,1621,1193,1194,1242,1150,1285,1417,1537
Gm43163,0,0,0,0,0,0,0,0
Gm12196,0,0,0,0,0,0,0,0
Gm36864,2,0,0,0,0,0,0,0
Poli,270,179,136,120,169,207,393,391
Rp1,0,2,0,0,0,0,0,0
Gm12648,0,0,0,0,0,0,0,0
Klk1b9,0,0,0,0,0,0,0,0
Gm29208,0,0,0,0,0,0,0,0
Nsrp1,1624,1033,970,1078,1127,1192,1006,1097
Slco1a4,0,0,0,0,0,0,0,0
Gm23699,0,0,0,0,0,0,0,0
Izumo1r,0,0,0,0,0,0,0,0
Gm37899,0,0,0,2,0,0,0,2
Gm13385,0,0,0,0,0,0,0,0
Gm49577,0,0,0,0,0,0,0,0
Celf4,552,371,424,366,378,360,176,171
Gpatch11,732,522,538,583,640,567,404,419
Gm6583,0,0,0,0,0,0,0,0
Mrgpra1,0,0,0,0,0,0,0,0
Ctsc,610,443,495,514,384,447,164,186
Gm18255,0,0,0,3,0,0,3,0
Kcnk15,2,2,2,0,0,2,2,0
Gm49026,0,0,0,0,0,0,0,0
Gm43293,0,0,0,0,0,0,0,0
Plec,40390,27916,24159,22020,30291,33096,18580,16459
Gm15230,0,0,0,0,0,0,0,0
E030013I19Rik,7,7,12,14,12,9,2,0
ENSMUSG00000111781,0,0,0,0,0,0,0,0
Gm26404,0,0,0,0,0,0,0,0
Got1,3162,2372,2511,2741,2410,2423,1033,1041
Gm30954,0,0,0,0,0,0,0,0
Shprh,1419,1055,995,981,1153,1220,1492,1442
B430306N03Rik,2,2,2,0,0,0,0,2
Ccdc83,0,0,0,0,0,0,2,0
Gm17081,0,1,0,0,0,0,0,0
Gm45323,0,0,0,0,0,0,0,0
Gm48561,0,0,0,0,0,0,0,0
Xpa,435,296,235,248,324,380,454,512
A530095I07Rik,4,4,0,2,0,4,0,6
Vpreb2,2,0,0,0,2,0,0,0
A530021J07Rik,0,0,0,0,0,0,2,2
Lars,9848,6718,6499,6537,6750,6892,3951,3992
Gm22658,0,0,0,0,0,0,0,0
Gm45317,0,0,0,0,0,0,0,0
5930420M18Rik,11,8,18,15,16,20,16,10
Vps13c,3098,2121,1830,1801,2422,2897,2109,1452
Gm21708,0,0,0,0,0,0,0,0
Olfr129,0,0,0,0,0,0,0,0
Gm16982,2,2,2,0,2,0,9,2
Gm5142,0,0,0,0,0,0,0,0
Gm31406,0,0,0,0,0,0,0,0
Slc44a1,4689,3235,3271,3578,3550,3862,6284,6335
Gm15550,0,0,0,0,0,0,0,0
Gm12837,0,0,0,0,0,0,0,0
Mmp8,0,2,0,0,0,0,2,2
Klhl2,1216,835,921,971,736,861,377,344
Gm5203,0,2,5,4,4,0,0,4
Mir7055,0,0,0,0,0,0,0,0
Gm29116,0,0,0,0,0,0,0,0
Cnnm2,812,523,428,489,553,575,468,467
Taz,594,458,389,493,456,440,686,731
Gm29482,0,0,0,0,0,0,0,0
Gm44204,0,0,0,0,0,0,0,0
C030029H02Rik,0,0,0,0,0,0,0,0
Olfr1384,0,0,0,0,0,0,0,0
Gm23294,0,0,0,0,0,0,0,0
Uggt2,923,722,739,650,752,801,992,979
Add1,13949,9777,8951,9366,10051,10470,11379,11110
Trav11d,0,0,0,0,0,0,0,0
Scgb1b12,0,0,0,0,0,0,0,0
Gm43086,0,4,0,0,0,0,0,0
Gm21739,0,0,0,0,0,0,0,0
Gm10581,0,0,0,0,0,0,0,0
Gm28646,0,0,0,0,0,0,0,0
Gm42705,1,0,0,0,0,0,0,2
Gm50280,0,0,0,0,0,0,0,0
Rps2-ps9,14,13,14,15,8,14,7,12
Trp53rkb,87,72,76,63,64,52,48,67
Gm48420,5,5,4,2,2,2,6,5
Sil1,2131,1539,1329,1357,1519,1451,2121,2431
Gm26078,0,0,0,0,0,0,0,0
Gm23034,0,0,0,0,0,0,0,0
Gm26225,0,0,0,0,0,0,0,0
Spsb4,50,66,48,38,51,32,20,30
Gm31422,0,0,0,0,0,0,0,0
Barx2,2,0,0,0,2,2,0,0
Gm39456,0,0,0,0,0,0,0,0
Gm32224,0,0,0,0,0,0,0,0
Prb3-ps,0,0,0,0,0,0,0,0
4930533K18Rik,0,0,0,4,2,0,6,8
Gm26703,2,2,0,0,0,0,0,0
Snhg1,778,543,409,500,672,744,822,907
Ska3,714,484,475,478,506,491,177,129
Gm4189,4,2,0,4,0,8,2,2
Gm7919,0,0,0,0,0,0,0,0
Gm20635,2,5,2,2,0,2,7,8
Mylf-ps,0,4,3,6,2,8,6,1
Ppp6r2,1189,762,575,692,811,769,1100,1005
Mettl21a,1298,903,742,833,836,1006,929,971
Gm14065,0,0,0,0,0,0,0,0
Gm47479,0,0,0,0,0,0,0,0
Ormdl3,3488,2588,2508,2521,2801,2703,3595,3647
Uox,4,0,2,2,0,0,0,0
Gm43578,4,6,11,6,4,12,2,6
Fis1,3218,2387,2254,2433,2399,2329,2019,2238
Ndufs8,1872,1365,1281,1532,1434,1404,951,892
Gm38356,0,0,0,0,0,0,0,0
9430034N14Rik,18,4,4,4,8,8,8,14
Gm14860,0,0,0,0,0,0,0,0
Mir6403,0,0,0,0,0,0,0,0
Gm24235,0,0,0,0,0,0,0,0
Cst10,0,0,0,0,0,0,0,0
Gm49376,85,35,65,71,70,48,30,52
Phgdh,7623,6071,6230,6661,5489,6186,1618,2137
Snora3,0,0,0,0,0,0,0,0
Gm25656,0,0,0,0,0,0,0,0
Gm6992,44,32,28,27,36,25,20,12
Mroh5,0,0,0,0,2,0,2,0
Catip,26,22,22,19,30,17,36,30
Usp17la,4,8,2,4,0,8,2,2
Sarnp,608,396,300,504,545,422,392,344
Kras,4519,3167,3174,3176,2621,2914,2349,2054
Sh2b1,2045,1529,1315,1272,1685,1584,1862,1967
Olfr1387,0,0,0,0,0,0,0,0
Exosc4,615,432,451,460,454,456,420,490
Gm26585,0,0,0,0,0,0,0,0
Eed,1382,943,922,959,908,959,952,931
Gm48914,0,2,0,2,2,2,0,2
Gm15167,0,0,0,0,0,0,0,0
Gm14787,0,0,0,0,0,0,0,0
Spef1l,6,0,0,2,12,4,7,0
Pifo,0,0,0,0,0,0,0,0
